Headline,Published Date
Reliance Retail set to grow threefold in the next 3-5 years: Mukesh Ambani - Mint,"Thu, 24 Jun 2021 07:00:00 GMT"
Why is Mukesh Ambani building an international undersea cable system? - Quartz,"Wed, 02 Jun 2021 07:00:00 GMT"
"Reliance Jio 5G tested for 1Gbps, to partner with Google for next-gen network - Mint","Thu, 24 Jun 2021 07:00:00 GMT"
Reliance to focus on new materials and green chemicals - Indian Chemical News,"Fri, 25 Jun 2021 07:00:00 GMT"
"JioPhone Next: Reliance Jio, Google Launch Budget Smartphone - NDTV Profit","Thu, 24 Jun 2021 07:00:00 GMT"
RIL 44th AGM: Here's the full text of Mukesh Ambani's speech - The Economic Times,"Thu, 24 Jun 2021 07:00:00 GMT"
"Reliance Industries Ltd RIL To Invest ₹75,000 Crore In Green Energy Initiative. - Startup Story","Fri, 25 Jun 2021 07:00:00 GMT"
"ADNOC, Reliance Industries ink pact for chemical projects at TA’ZIZ in Ruwais - ProjectsMonitor","Wed, 30 Jun 2021 07:00:00 GMT"
Two American retailers are giving some of India’s largest legacy businesses a run for their money - Quartz,"Wed, 09 Jun 2021 07:00:00 GMT"
Mukesh Ambani announces smartphone in partnership with Google - Jio Phone Next - Business Today,"Thu, 24 Jun 2021 07:00:00 GMT"
Reliance Retail aims three-fold growth in 3-5 years - financialexpress.com,"Fri, 25 Jun 2021 07:00:00 GMT"
Reliance AGM 2021: Mukesh Ambani To Take On Adani With Investments Of $10 Bn In New Energy Business - ABP Live English,"Thu, 24 Jun 2021 07:00:00 GMT"
Mukesh Ambani took home no salary in FY21 amid Covid-19 pandemic - Business Today,"Wed, 02 Jun 2021 07:00:00 GMT"
What Reliance’s push towards green hydrogen power means for India’s EV ecosystem - Moneycontrol,"Fri, 25 Jun 2021 07:00:00 GMT"
"Reliance-Google announce world's most affordable 4G smartphone, JioPhone Next - YourStory.com","Thu, 24 Jun 2021 07:00:00 GMT"
Tata takes on Reliance in online pharmacy battle with 1MG acquisition: 10 points - Mint,"Thu, 10 Jun 2021 07:00:00 GMT"
Ambani’s goal of ruling Indian smartphone market in trouble - Al Jazeera,"Wed, 16 Jun 2021 07:00:00 GMT"
"JioPhone Next smartphone launched, Google says it runs special version of Android - India Today","Thu, 24 Jun 2021 07:00:00 GMT"
Intel to work with India’s Reliance Jio on 5G network technology - Reuters,"Mon, 21 Jun 2021 07:00:00 GMT"
"RIL rescue centre likely to get leopards from Himachal Pradesh, Uttarakhand - Times of India","Tue, 15 Jun 2021 07:00:00 GMT"
Reliance to establish and enable 100 GW solar energy - Indian Chemical News,"Mon, 28 Jun 2021 03:03:52 GMT"
"Bigbasket, Curefit, 1mg: How Tata Group's growing digital ambitions may be taking it closer to Reliance - YourStory.com","Fri, 11 Jun 2021 07:00:00 GMT"
"ADNOC, Reliance sign strategic partnership for world-scale chemical projects at TA'ZIZ in Abu Dhabi's Ruwais - ANI News","Tue, 29 Jun 2021 07:00:00 GMT"
Jio to partner Google Cloud on 5G technology to provide a billion Indians superior connectivity - Telecom Review Asia,"Fri, 25 Jun 2021 07:00:00 GMT"
JioPhone Next by Google launched; to be available from September 10 - ET Telecom,"Thu, 24 Jun 2021 07:00:00 GMT"
Reliance to provide free fuel to Covid ambulances in Gurugram - Mint,"Tue, 01 Jun 2021 07:00:00 GMT"
Is Reliance Jio Signalling A Tariff Hike? - Capitalmind,"Mon, 21 Jun 2021 07:00:00 GMT"
"Silicon Valley gave Asia’s richest man billions, but things aren’t all going to plan - CNN","Thu, 24 Jun 2021 07:00:00 GMT"
Is it possible for Reliance’s New Renewable Energy Business to become as successful as Jio? - Trade Brains,"Tue, 29 Jun 2021 07:00:00 GMT"
Reliance BP Mobility To Build 24 EV Battery Swap Stations - Saur Energy International,"Sat, 05 Jun 2021 07:00:00 GMT"
Ajio accounts for 25% of Reliance Retail’s apparel biz - Mint,"Fri, 25 Jun 2021 07:00:00 GMT"
Missed Opportunities by Indian Chemical Industry- A Few Case Studies Amongst Many - Chemical Industry Digest,"Tue, 01 Jun 2021 07:00:00 GMT"
Reliance retail to create 10 lakh jobs in the near future - HR Katha,"Fri, 25 Jun 2021 07:00:00 GMT"
Jio Institute: What do we know so far about Mukesh Ambani’s “Institute of Eminence” - Quartz,"Mon, 28 Jun 2021 07:00:00 GMT"
Reliance WhatsApp chatbot launched; Here is how to download and why you may need it - HT Tech,"Wed, 23 Jun 2021 04:42:57 GMT"
Tech promoters top list of cash recipients; family-owned groups earn less - Business Standard,"Mon, 21 Jun 2021 07:00:00 GMT"
Reliance Industries lags peers in rewarding investors with cash pay-outs - Business Standard,"Tue, 06 Jul 2021 07:00:00 GMT"
This RIL parameter rose 158% in one year | Company Business News - Mint,"Thu, 15 Jul 2021 07:00:00 GMT"
Bombay High Court grants relief to Reliance Industries in BKC land development case - The Economic Times,"Mon, 12 Jul 2021 07:00:00 GMT"
How the Facebook-Reliance combine and the farm laws pave the way for digital colonisation - The Caravan,"Tue, 13 Jul 2021 07:00:00 GMT"
"Reliance Industries Q1 Results: Net Profit Falls 7% YoY to ₹12,273 Cr - Groww","Mon, 26 Jul 2021 07:00:00 GMT"
Reliance Industries eyes stake in home styling brand Portico - Business Today,"Tue, 06 Jul 2021 07:00:00 GMT"
"Reliance Retail Ventures Limited Announces Acquisition of Controlling Stake In Just Dial Limited For A Total Consideration of Rs 3,497 crores Reliance Retail Ventures Limited to Hold 40.95% And Would Make An Open Offer To Acquire Upto 26.0% In Accord - Facebook","Fri, 16 Jul 2021 07:00:00 GMT"
"Dhirubhai Ambani: From gas station attendant to Founder of Reliance Industries Group; awards, achievements - financialexpress.com","Tue, 06 Jul 2021 07:00:00 GMT"
Aramco chairman Yasir Al-Rumayyan joins Reliance Industries board - ETHRWorld.com,"Thu, 22 Jul 2021 07:00:00 GMT"
Reliance New Energy Solar Incorporated as the Wholly-Owned Subsidiary of Reliance Inds - Mercomindia.com,"Wed, 14 Jul 2021 07:00:00 GMT"
Anant Ambani’s growing presence at Reliance Industries - Quartz,"Tue, 06 Jul 2021 07:00:00 GMT"
Reliance Retail's Acquisition of Just Dial: Explained - marketfeed,"Fri, 23 Jul 2021 07:00:00 GMT"
Reliance Retail picks up 66.9% stake in JD - Hindustan Times,"Sat, 17 Jul 2021 07:00:00 GMT"
Anant Ambani appointed as Director for two Reliance solar divisions - Construction World,"Tue, 06 Jul 2021 07:00:00 GMT"
"Reliance Industries is considering purchasing REC, a Norwegian solar module manufacturer - Trade Brains","Thu, 08 Jul 2021 07:00:00 GMT"
"Reliance Retail acquires majority stake in Just Dial for Rs 3,497 cr - India Shipping News","Sat, 17 Jul 2021 07:00:00 GMT"
"Reliance's O2C, new energy business may be valued over $100 billion: Report - The Economic Times","Sun, 18 Jul 2021 07:00:00 GMT"
Reliance Industries Limited - Facebook,"Fri, 23 Jul 2021 07:00:00 GMT"
Tata vs Reliance: A two-front battle -- renewable energy and retail - Business Standard,"Mon, 12 Jul 2021 07:00:00 GMT"
"Reliance Industries’ O2C, new energy biz may be valued over $100 Billion: Report - Trade Brains","Mon, 19 Jul 2021 07:00:00 GMT"
Youngest Ambani takes seat on boards of RIL’s 2 new solar cos - Times of India,"Mon, 05 Jul 2021 07:00:00 GMT"
"Q1 results: Reliance Jio net profit rises 45% to Rs 3,651 crore - Business Standard","Sat, 24 Jul 2021 07:00:00 GMT"
India’s Mukesh Ambani sparks succession talk as third child joins Reliance - South China Morning Post,"Sat, 10 Jul 2021 07:00:00 GMT"
"Reliance Foundation administers over 10 lakh COVID vaccines to RIL employees, family members - Business Today","Mon, 26 Jul 2021 07:00:00 GMT"
Reliance in talks to buy stake in home fashion brand Portico - The Economic Times,"Mon, 05 Jul 2021 07:00:00 GMT"
Cover Story: Inside Mukesh Ambani's Green Gambit - Forbes India,"Wed, 21 Jul 2021 07:00:00 GMT"
How big is Mukesh Ambani’s Reliance Retail? It’s Future Plans & Growth Prospects! - Trade Brains,"Mon, 05 Jul 2021 07:00:00 GMT"
"Reliance Retail to acquire 66.95% stake in Justdial for Rs 3,497 cr - Business Today","Fri, 16 Jul 2021 07:00:00 GMT"
Reliance Retail acquires controlling stake in Just Dial for $469 million - TechCrunch,"Fri, 16 Jul 2021 07:00:00 GMT"
Oil Ministry authorises new companies to sell auto fuels in the country - Business Standard,"Mon, 19 Jul 2021 07:00:00 GMT"
Reliance uses Aramco link to sign big petrochemical deal in Abu Dhabi - Asia Financial,"Thu, 01 Jul 2021 07:00:00 GMT"
Asia's Richest Mukesh Ambani Makes Money At A Faster Pace Than India's Most Valued Firm Reliance - ABP Live English,"Sat, 31 Jul 2021 07:00:00 GMT"
Reliance Retail acquires majority stake in Just Dial - Exchange4media,"Fri, 16 Jul 2021 07:00:00 GMT"
Know which funds own a particular stock - Morningstar,"Wed, 21 Jul 2021 07:00:00 GMT"
"Even as Reliance is establishing itself as a tech major, its online presence remains poor - Scroll.in","Tue, 06 Jul 2021 07:00:00 GMT"
How this startup snaps up clients like Reliance Industries - Tech in Asia,"Fri, 30 Jul 2021 07:00:00 GMT"
RIL forms new energy company - Indian Chemical News,"Tue, 13 Jul 2021 05:51:51 GMT"
"Business Tycoons Mukesh Ambani, Gautam Adani in a New Face-off. Here's Why - India.Com","Wed, 07 Jul 2021 07:00:00 GMT"
"Reliance Retail Acquires Majority Stake In Just Dial for INR 3,497 Cr; VSS Mani To Remain MD & CEO - Inc42","Fri, 16 Jul 2021 07:00:00 GMT"
Generic Pharmasec Ltd. successfully executes an order from Reliance Group - ThePrint,"Thu, 29 Jul 2021 07:00:00 GMT"
Why did Reliance Retail buy Just Dial? - CAclubindia,"Wed, 28 Jul 2021 07:00:00 GMT"
Ambani to Adani: how 6 of India’s richest became billionaires - South China Morning Post,"Thu, 22 Jul 2021 07:00:00 GMT"
"The Ambanis, reunited: their first public gathering of 2021 - South China Morning Post","Tue, 13 Jul 2021 07:00:00 GMT"
Man Speaking Against Reliance Misidentified as Himalaya Drug Co's Owner - The Quint,"Tue, 20 Jul 2021 07:00:00 GMT"
Reliance Retail acquired a majority stake of 66 percent in Just Dial - Passionate In Marketing,"Mon, 19 Jul 2021 07:00:00 GMT"
Cricketer Suryakumar Yadav signs deal with RISE Worldwide - Exchange4media,"Fri, 16 Jul 2021 07:00:00 GMT"
Reliance & Just Dial: Apples and oranges or a symbiotic win-win deal? - The Federal News,"Mon, 19 Jul 2021 07:00:00 GMT"
Here are the top 10 stocks held by NPS equity funds - Moneycontrol,"Fri, 30 Jul 2021 07:00:00 GMT"
"After Tata, Ambani Dials 8888888888 In Talks To Buy Justdial For Over Rs 6,500 Cr - ABP Live English","Thu, 15 Jul 2021 07:00:00 GMT"
The Mukesh Ambani essay in Times of India argues that India at 100 could be as rich as the United States and China Link: https://bit.ly/2UCJht8 #MukeshAmbani - Facebook,"Fri, 23 Jul 2021 07:00:00 GMT"
"These 6 Firms Allowed To Sell Petrol/Diesel To Consumers, Commercial Establishments (Full List) - Trak.in","Wed, 21 Jul 2021 07:00:00 GMT"
Reliance Retail Ventures (RRVL) to procure shares of JustDial up to 26% - Business Outreach,"Tue, 20 Jul 2021 07:00:00 GMT"
Why Reliance Industries Successor plan is being discussed in media - Thepost24,"Sat, 17 Jul 2021 10:11:47 GMT"
Mukesh Ambani Owns The Largest Orchard Of Mangoes In Asia For A Reason: Did You Know? - ED Times,"Thu, 29 Jul 2021 07:00:00 GMT"
"India News | ⚡Reliance Industries Invests Rs 1 Lakh Cash in 10,000 Equity Shares of New Energy Arm RNESL - LatestLY","Mon, 12 Jul 2021 18:41:02 GMT"
Business: Anant Ambani appointed to board of RIL's 2 new companies: Report - zoomnews.in,"Tue, 06 Jul 2021 07:00:00 GMT"
Reliance Industries shuts Nagothane manufacturing unit till Aug 25 - Business Today,"Thu, 19 Aug 2021 07:00:00 GMT"
Reliance Industries to double its PET recycling facility to 5 billion post-consumer bottles - Moneycontrol,"Wed, 04 Aug 2021 07:00:00 GMT"
Reliance Industries Limited - Facebook,"Thu, 26 Aug 2021 07:00:00 GMT"
Amazon Wins Court Battle in India Against a Local Powerhouse (Published 2021) - The New York Times,"Fri, 06 Aug 2021 07:00:00 GMT"
Reliance Industries Plans New Recycled Polyester Staple Fiber Plant - Powder & Bulk Solids,"Thu, 05 Aug 2021 07:00:00 GMT"
Reliance Industries to double its PET recycling capacity - Packaging South Asia,"Fri, 06 Aug 2021 07:00:00 GMT"
Reliance Strategic Business Ventures to acquire up to 40% stake in Neolync Solutions - Business Standard,"Thu, 05 Aug 2021 07:00:00 GMT"
Reliance New Energy Solar to invest in US-based liquid metal battery firm - pv magazine India,"Tue, 10 Aug 2021 07:00:00 GMT"
Reliance Retail in talks to put Subway India on its plate - The Economic Times,"Mon, 02 Aug 2021 07:00:00 GMT"
RIL to double recycled PSF capacity to 5B PET bottles with new unit in AP - Times of India,"Fri, 06 Aug 2021 07:00:00 GMT"
Reliance announces doubling of PET bottles recycling capacity - Mint,"Wed, 04 Aug 2021 07:00:00 GMT"
Reliance Retail Acquires License To Build Consumer Electronics Products Under Iconic Indian Brands BPL And Kelvinator - Yahoo News Singapore,"Fri, 27 Aug 2021 07:00:00 GMT"
Reliance Industries sets up solar power company - Telegraph India,"Wed, 04 Aug 2021 07:00:00 GMT"
"Google likely to invest thousands of crores in Airtel after investing Rs 34,000 crore in Reliance Jio - India Today","Sat, 28 Aug 2021 07:00:00 GMT"
Saudi Aramco In Advanced Talks With Reliance For $25 Billion Deal To Acquire 20 Per Cent Stake In RIL's Oil Unit - Swarajyamag,"Mon, 16 Aug 2021 07:00:00 GMT"
"9-member New Energy Council to enable Reliance Industries Ltd (RIL) to pivot from its traditional oil-to-gas business into a green energy giant: Economic Times “Members of the council include not only the visionary behind the plan, Mukesh Ambani himself, b - Facebook","Thu, 26 Aug 2021 07:00:00 GMT"
Reliance Industries arm invests Rs 20 crore in Neolync Solutions to boost 5G initiatives - Moneycontrol,"Thu, 05 Aug 2021 07:00:00 GMT"
Reliance Industries to double PET recycling capacity to about 5 bn bottles - Business Today,"Wed, 04 Aug 2021 07:00:00 GMT"
Reliance BP Mobility Limited announces EV commitment in partnership with Swiggy Green push: Reliance BP Mobility Limited set to fast-track adoption of EVs for food delivery in India • Signs agreement with Swiggy for promoting the adoption of electric 2-whe - Facebook,"Thu, 05 Aug 2021 07:00:00 GMT"
"RIL, Reliance-BP Mobility get fuel retailing licence: Centre - Business Today","Tue, 10 Aug 2021 07:00:00 GMT"
Reliance New Energy Solar Ltd to invest in Ambri Inc - ET EnergyWorld,"Tue, 10 Aug 2021 07:00:00 GMT"
"RIL eyes entering new materials, renewable energy biz through acquisitions - Business Standard","Tue, 31 Aug 2021 07:00:00 GMT"
Reliance Industries doubles PET recycling capacity - Sarkaritel.com,"Wed, 04 Aug 2021 07:00:00 GMT"
Big win for Amazon over rival Reliance in India top court battle - Al Jazeera,"Fri, 06 Aug 2021 07:00:00 GMT"
Reliance arm invests in Neolync Solutions to boost 5G tech - VCCircle,"Fri, 06 Aug 2021 07:00:00 GMT"
"Reliance joins Bill Gates, others to invest $144 mln in U.S. energy storage co - Reuters","Tue, 10 Aug 2021 07:00:00 GMT"
"Reliance Retail in talks to buy Subway India for over Rs 1,500 crore: Report - CNBC TV18","Mon, 02 Aug 2021 07:00:00 GMT"
"Reliance buys rights to manufacture consumer electronics brands BPL, Kelvinator - domain-b.com","Mon, 30 Aug 2021 07:00:00 GMT"
Mukesh Ambani is going green but it's oil that fuels Reliance's bottomline - Business Standard,"Thu, 26 Aug 2021 07:00:00 GMT"
Amazon asks India regulator to order withdrawal of Future-Reliance deal approval -letter - Reuters,"Mon, 30 Aug 2021 07:00:00 GMT"
"BoA’s green energy banker sees M&A continuing in India driven by cost, scale economics - The Economic Times","Tue, 03 Aug 2021 07:00:00 GMT"
TCS is now 2nd company after Reliance Industries to hit Rs 13 LAKH CRORE market-cap on BSE; stock gains 2.5% - Zee Business,"Tue, 17 Aug 2021 07:00:00 GMT"
Adani group and RIL headed for a likely face-off | Company Business News - Mint,"Tue, 03 Aug 2021 07:00:00 GMT"
"Rohini Singh of The Wire attracts Islamist attack on Reliance, here is what it says about the mentality - OpIndia","Wed, 25 Aug 2021 07:00:00 GMT"
Reliance Industries May Buy Subway India For ₹1860 Crores To Compete With Global Food Chains - curlytales.com,"Tue, 03 Aug 2021 07:00:00 GMT"
Goldman Hires Reliance’s Economist Sengupta for India Research - Bloomberg.com,"Tue, 03 Aug 2021 07:00:00 GMT"
RIL arm invests Rs 20 cr in electronic product maker Neolync - Business Today,"Thu, 05 Aug 2021 07:00:00 GMT"
Ambani’s Reliance eyes T-Mobile Netherlands - Capacity Media,"Tue, 10 Aug 2021 07:00:00 GMT"
Saudi Aramco looks to spend $20-25bn on a Reliance stake: Report - Al Jazeera,"Mon, 16 Aug 2021 07:00:00 GMT"
"Milkbasket co-founder, investors resign from board as Reliance execs take over - Techcircle","Mon, 23 Aug 2021 07:00:00 GMT"
"Mukesh Ambani is going green, but his $80 billion fortune still relies on oil - The Indian Express","Thu, 26 Aug 2021 07:00:00 GMT"
Infosys Becomes Fourth Indian Company To Hit $100 Billion Market Capitalisation - Swarajyamag,"Tue, 24 Aug 2021 07:00:00 GMT"
Why a Subway India acquisition could pay off for Mukesh Ambani and Reliance - theweek.in,"Mon, 02 Aug 2021 07:00:00 GMT"
"Reliance Industries Buys Stake In Ambri Inc, Paves Way In Energy Storage Biz - The Indian Wire","Tue, 10 Aug 2021 07:00:00 GMT"
RIL Hopes to Build a Super App with Just Dial Features - Trade Brains,"Wed, 25 Aug 2021 07:00:00 GMT"
UTL Neolync lands JioPhone Next production deal for initial lot; Jio likely to place 5 million unit order - ET Telecom,"Tue, 24 Aug 2021 07:00:00 GMT"
RIL Forays into Lithium-Ion Battery Business Buys Stake in US Company - Trade Brains,"Tue, 10 Aug 2021 07:00:00 GMT"
Reliance Life Sciences gets approval for COVID-19 vaccine trial - NewsBytes,"Fri, 27 Aug 2021 07:00:00 GMT"
Justdial Shareholders Give Nod For Reliance Investment - Inc42,"Sat, 14 Aug 2021 07:00:00 GMT"
"Highway Retailing: Reliance Retail plans to open cafes, digital stores, EV charging points at fuel stations - Times Now","Thu, 05 Aug 2021 07:00:00 GMT"
The Silent Coup: How a private company used Punjab police as goons for hire - Newslaundry,"Fri, 20 Aug 2021 07:00:00 GMT"
Reliance Retail Will Be The New Owners Of Subway India; Deal Pegged At Rs 1488-1860 Crore - Trak.in,"Tue, 03 Aug 2021 07:00:00 GMT"
Reliance Jio to partner with smartphone companies for Jio Exclusive smartphones ahead of JioPhone Next launch - India Today,"Fri, 27 Aug 2021 07:00:00 GMT"
MG Astor to feature Reliance Jio's connected car stack - NewsBytes,"Tue, 03 Aug 2021 07:00:00 GMT"
Tata Consultancy Services' market valuation crosses Rs 13.5 lakh cr - dtnext,"Wed, 25 Aug 2021 07:00:00 GMT"
The highs and lows of Anant Ambani’s incredible weight journey - South China Morning Post,"Thu, 26 Aug 2021 07:00:00 GMT"
Reliance Jio leads Telecom Sector While Vodafone's Future Uncertain - Trade Brains,"Tue, 31 Aug 2021 07:00:00 GMT"
"Farmers are still occupying Reliance Group stores, Employees fear their job safety - Trade Brains","Wed, 04 Aug 2021 07:00:00 GMT"
TCS Beats Every Indian Company To Register Highest Growth In Market Cap; Check Top 10 Firms! - Trak.in,"Mon, 09 Aug 2021 07:00:00 GMT"
"Reliance Appears To Have Acquired Milkbasket, Two RIL Directors Join Company’s Board - OfficeChai","Mon, 23 Aug 2021 07:00:00 GMT"
Reliance working on its Super App by integrating Just Dial offerings - TechStory,"Wed, 25 Aug 2021 07:00:00 GMT"
Justdial Shareholders granted green signal for Reliance Investment - TechStory,"Mon, 16 Aug 2021 07:00:00 GMT"
"Reliance Industries shares hit record high, above ₹2500. Good time to buy? - Mint","Mon, 27 Sep 2021 07:00:00 GMT"
Clean hydrogen: Reliance Industries bets big on green energy - financialexpress.com,"Sat, 04 Sep 2021 07:00:00 GMT"
"Adani bets $20 billion on green energy, takes on Reliance Industries - Business Standard","Wed, 22 Sep 2021 07:00:00 GMT"
"Reliance Industries’ shares hit record high, trading at over ₹2500 - Business Insider","Mon, 27 Sep 2021 07:00:00 GMT"
Explained: Why Reliance Industries shares hit all-time high today - India Today,"Fri, 03 Sep 2021 07:00:00 GMT"
"Reliance Retail Ventures Limited Acquires Sole Control of Just Dial Limited On September 1, 2021 Reliance Retail Ventures Now Holds 40.98% In Just Dial Limited ----- Further to the media release dated July 16, 2021 regarding acquisition of controlling stake - Facebook","Thu, 02 Sep 2021 07:00:00 GMT"
"Reliance Retail gearing up to take on Lifestyle, Shoppers Stop: Report - Deccan Herald","Thu, 09 Sep 2021 07:00:00 GMT"
"RIL gives 10-12% increment to staff in FY22 after cuts, roll back in FY21 - The Economic Times","Wed, 08 Sep 2021 07:00:00 GMT"
Reliance considers $5.7 billion offer for T-Mobile Netherlands - Hindustan Times,"Mon, 06 Sep 2021 07:00:00 GMT"
Mumbai: Retired colonel on RIL staff was first to spot car near Antilia - Times of India,"Wed, 08 Sep 2021 07:00:00 GMT"
Reliance Retail acquires sole control of Just Dial; holds 40.98% in local search engine platform - Business Today,"Thu, 02 Sep 2021 07:00:00 GMT"
Reliance buys Strand Life Sciences for Rs 393 crore - CNBC TV18,"Fri, 03 Sep 2021 07:00:00 GMT"
Reliance Industries rejects reports of JBF Industries acquisition - Mint,"Wed, 22 Sep 2021 07:00:00 GMT"
Fact Check: Reliance Jio is not taking over Federal Bank. Viral 'media release' is a hoax - India Today,"Thu, 16 Sep 2021 07:00:00 GMT"
It’s all about Jio: How sports is a key part of Reliance Industries gameplay in India - financialexpress.com,"Wed, 22 Sep 2021 07:00:00 GMT"
Reliance Retail acquires sole control of Just Dial - The Economic Times,"Thu, 02 Sep 2021 07:00:00 GMT"
Reliance Industries arm acquires 2.28 cr shares of Strand Life Sciences for Rs 393 crore - Business Today,"Fri, 03 Sep 2021 07:00:00 GMT"
"Reliance Retail Ventures Limited Acquires Sole Control of Just Dial Limited On September 1, 2021 Reliance Retail Ventures Now Holds 40.98% In Just Dial Limited ----- Further to the media release dated July 16, 2021 regarding acquisition of controlling stake - Facebook","Thu, 02 Sep 2021 07:00:00 GMT"
RIL arm acquires Strand Life Sciences for ₹393 crore - Mint,"Fri, 03 Sep 2021 07:00:00 GMT"
"‘No negotiations to take over JBF Industries, assets’: RIL denies acquisition reports - Business Today","Thu, 23 Sep 2021 07:00:00 GMT"
India’s Reliance Retail to Launch Premium Department Store Chain - The Business of Fashion,"Fri, 10 Sep 2021 07:00:00 GMT"
RIL acquires 22.8 mn shares of Strand Life Sciences for Rs 393 cr - Business Standard,"Fri, 03 Sep 2021 07:00:00 GMT"
Mukesh Ambani’s net worth inches closer to $100 billion club as RIL shares surge - Mint,"Sat, 04 Sep 2021 07:00:00 GMT"
"Reliance Industries to set up four gigafactories worth Rs. 75,000 crore in Gujarat - ETN News","Mon, 06 Sep 2021 07:00:00 GMT"
TCS 2nd Indian company to hit $200 billion mcap after RIL - Times of India,"Thu, 16 Sep 2021 07:00:00 GMT"
Reliance to offer up to 12% increment - HR Katha,"Mon, 13 Sep 2021 07:00:00 GMT"
"RIL to create 100 GW out of 450 GW renewable energy target of India, says Mukesh Ambani - Firstpost","Fri, 03 Sep 2021 07:00:00 GMT"
Jio-bp partners with BluSmart to set up EV charging infra in India - Business Standard,"Fri, 10 Sep 2021 07:00:00 GMT"
Mukesh Ambani tops Hurun India Rich List; these are top 10 wealthiest individuals in India - Business Today,"Thu, 30 Sep 2021 07:00:00 GMT"
Viacom18 appoints Jyoti Deshpande as CEO - Business Today,"Thu, 30 Sep 2021 07:00:00 GMT"
Reliance Jio files police complaint against fake message on social media - CNBC TV18,"Thu, 16 Sep 2021 07:00:00 GMT"
Tallying Reliance’s interest in banking 🧮 - The Ken,"Wed, 01 Sep 2021 07:00:00 GMT"
Reliance Industries eyes acquisition of REC Group – reports - PV Tech,"Thu, 02 Sep 2021 07:00:00 GMT"
Reliance defends appointing Saudi Aramco chairman on its board - Telegraph India,"Thu, 30 Sep 2021 07:00:00 GMT"
Reliance Jio’s cheap data turned India’s internet dreams into reality - Quartz,"Tue, 07 Sep 2021 07:00:00 GMT"
Exclusive: Reliance Owned O2O Fashion Platform Fynd Converts Into Public Company - Inc42,"Tue, 28 Sep 2021 07:00:00 GMT"
"Reliance Industries News - JioPhone Next LAUNCH on September 10 - Know price, specifications OTHER DETAILS - Zee Business","Mon, 06 Sep 2021 07:00:00 GMT"
"Ambani Versus Adani: From Super-Apps To Energy, Two Titans Fight It Out - Swarajyamag","Fri, 03 Sep 2021 07:00:00 GMT"
RIL and Hualu to manufacture polysilicon for solar panels - Construction World,"Fri, 17 Sep 2021 07:00:00 GMT"
Reliance Retail to enter ethnic wear space with Avantra; first store to come up in Bengaluru - Business Today,"Mon, 06 Sep 2021 07:00:00 GMT"
RIL backs Saudi Aramco chairman appointment as independent director - Business Standard,"Thu, 30 Sep 2021 07:00:00 GMT"
"RIL stock can hit Rs 5,000 levels in the next one year, tech charts suggest - Business Standard","Mon, 06 Sep 2021 07:00:00 GMT"
JBF Ind hits 5% upper circuit for 2nd straight day on RIL takeover buzz - Business Standard,"Thu, 23 Sep 2021 07:00:00 GMT"
Mukesh Ambani sees green hydrogen costs coming down to $1 per kg in 10 yrs - Business Standard,"Sat, 04 Sep 2021 07:00:00 GMT"
The chip shortage is delaying Reliance and Google’s disruption of India’s smartphone market - Quartz,"Fri, 10 Sep 2021 07:00:00 GMT"
Breakingviews - Aramco vote tests Mukesh Ambani's power - Reuters,"Wed, 29 Sep 2021 07:00:00 GMT"
Tata cos cross $305 bn in mktcap; RIL past $205 bn’ - Fortune India,"Wed, 15 Sep 2021 07:00:00 GMT"
Reliance Industries offers 10-12% average pay hike to staff for 2021-22: Report | Ambani agreed to forgo entire salary last year | Inshorts - Inshorts,"Wed, 08 Sep 2021 08:36:14 GMT"
Reliance Jio Welcomes Government’s Bold Reforms for Telecom Sector - TelecomTalk,"Wed, 15 Sep 2021 07:00:00 GMT"
"What do Isha, Akash and Anant Ambani actually do at India’s Reliance Industries? - South China Morning Post","Thu, 02 Sep 2021 07:00:00 GMT"
Reliance reportedly closes in on acquiring T-Mobile Netherlands - Telecoms.com,"Mon, 06 Sep 2021 07:00:00 GMT"
Jio’s cheap data has helped crores of Indians– but at what cost? - Communications Today,"Tue, 14 Sep 2021 07:00:00 GMT"
Viacom18 names Jyoti Deshpande as CEO - The Economic Times,"Thu, 30 Sep 2021 07:00:00 GMT"
Analysts say JioMart Cashback program attempt to drive cross sale amongst Reliance's various retail businesses - ANI News,"Wed, 29 Sep 2021 07:00:00 GMT"
"Mukesh Ambani's wealth soared by over $17 billion this year, half of this came in a week - Times Now","Tue, 07 Sep 2021 07:00:00 GMT"
Top 10 CIOs/CTOs in India - Technology Magazine,"Fri, 24 Sep 2021 07:00:00 GMT"
"With Jyoti Deshpande in charge, Viacom18 eyes ambitious scale-up - Exchange4media","Thu, 30 Sep 2021 07:00:00 GMT"
Reliance backs Saudi Aramco chairman as independent director - Reuters,"Wed, 29 Sep 2021 07:00:00 GMT"
RIL arm acquires majority stake in Strand Life Sciences - Indian Chemical News,"Sat, 04 Sep 2021 06:56:02 GMT"
Reliance Jio-bp With BluSmart to Set Up EV Charging Infrastructure In India - TelecomTalk,"Thu, 09 Sep 2021 07:00:00 GMT"
Reliance Jio-BP and BluSmart to set up EV charging stations across India - smartprix.com,"Fri, 10 Sep 2021 07:00:00 GMT"
Reliance Retail becomes 2nd-largest customer Future Consumer - The Plunge Daily,"Wed, 08 Sep 2021 07:00:00 GMT"
JioPhone Next price in India: This is how much this most-affordable mobile phone may cost - HT Tech,"Fri, 03 Sep 2021 07:00:00 GMT"
